Unnamed: 0,temp_to_estimate,dist_to_central_station,year,month,week,day_of_year,day_of_month,day_of_week,hour,complete_timestamp(YYYY_M_DD_HH_M),barometer_hpa,temp_centr,hightemp_centr,lowtemp_centr,hum,dewpoint__c,wetbulb_c,windspeed_km_h,windrun_km,highwindspeed_km_h,windchill_c,heatindex_c,thwindex_c,thswindex_c,rain_mm,rain_rate_mm_h,solar_rad_w_m_2,solar_energy_ly,high_solar_rad_w_m_2,ET_Mm,heating_degree_days,cooling_degree_days,humidity_rh,solar_klux,timestamp,status,sensor
110.0,16.435,1679.0,2021.0,8.0,34.0,239.0,27.0,5.0,21.0,2021_8_27_21_3,1010.6,16.6,16.9,16.6,89.0,14.7,15.4,0.0,0.0,1.6,16.6,16.8,16.8,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,89.5,0.0,2021-08-27 21:03:00,Visited,1
114.0,15.83,788.0,2021.0,8.0,34.0,239.0,27.0,5.0,22.0,2021_8_27_22_3,1010.6,15.6,15.8,15.6,89.0,13.7,14.4,0.0,0.0,3.2,15.6,15.7,15.7,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,90.1,0.0,2021-08-27 22:03:00,Visited,6
106.0,18.005,1349.0,2021.0,8.0,34.0,239.0,27.0,5.0,20.0,2021_8_27_20_3,1010.1,18.0,18.1,17.9,86.0,15.6,16.4,0.0,0.0,0.0,18.0,18.4,18.4,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,88.3,0.0,2021-08-27 20:03:00,Visited,7
55.0,21.707,1679.0,2021.0,8.0,34.0,239.0,27.0,5.0,0.0,2021_8_27_0_0,1004.5,22.4,22.5,22.4,72.0,17.1,18.6,8.0,2.01,19.3,22.4,22.9,22.9,21.6,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.042,72.8,0.0,2021-08-27 00:00:00,Visited,1
154.0,15.573,1101.0,2021.0,8.0,34.0,240.0,28.0,6.0,0.0,2021_8_28_0_3,1011.0,14.7,14.7,14.4,95.0,13.9,14.2,0.0,0.0,3.2,14.7,14.9,14.9,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,93.1,0.0,2021-08-28 00:03:00,Visited,4
114.0,15.83,788.0,2021.0,8.0,34.0,239.0,27.0,5.0,22.0,2021_8_27_22_3,1010.6,15.6,15.8,15.6,89.0,13.7,14.4,0.0,0.0,3.2,15.6,15.7,15.7,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,90.1,0.0,2021-08-27 22:03:00,Visited,6
154.0,15.597,1679.0,2021.0,8.0,34.0,240.0,28.0,6.0,0.0,2021_8_28_0_3,1011.0,14.7,14.7,14.4,95.0,13.9,14.2,0.0,0.0,3.2,14.7,14.9,14.9,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,93.1,0.0,2021-08-28 00:03:00,Visited,1
198.0,14.656,788.0,2021.0,8.0,34.0,240.0,28.0,6.0,1.0,2021_8_28_1_3,1010.7,14.2,14.4,14.2,93.0,13.1,13.5,0.0,0.0,0.0,14.2,14.4,14.4,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.0,91.6,0.0,2021-08-28 01:03:00,Visited,6
218.0,14.445,1101.0,2021.0,8.0,34.0,240.0,28.0,6.0,2.0,2021_8_28_2_3,1010.9,14.1,14.1,13.6,95.0,13.3,13.6,1.6,0.4,3.2,14.1,14.2,14.2,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,93.3,0.0,2021-08-28 02:03:00,Visited,3
220.0,14.931,1679.0,2021.0,8.0,34.0,240.0,28.0,6.0,3.0,2021_8_28_3_1,1010.7,14.3,14.3,14.2,94.0,13.3,13.7,0.0,0.0,1.6,14.3,14.5,14.5,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.0,93.6,0.0,2021-08-28 03:01:00,Visited,1
